serie,idade,genero,cor_raca,estado_civil,renda_per_capita,trabalha,acesso_internet,possui_computador,tipo_escola_origem,distorcao_idade_serie,assistencia_pe_de_meia,nota_media,frequencia,media_atividades,taxa_entrega_atividades,reprovacoes,situacao
1,17,Masculino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Privada,Sim,Nao,7.2,92.2,7.0,65.8,1,Aprovado
3,17,Feminino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,8.6,98.1,8.5,98.6,0,Aprovado
3,17,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Nao,Sim,Privada,Nao,Sim,8.0,83.7,7.0,71.8,1,Aprovado
1,15,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Nao,4.3,71.0,4.9,59.2,0,Reprovado
1,18,Feminino,Parda,Solteiro,"0,5-1 SM",Sim,Sim,Nao,Publica,Sim,Nao,3.9,53.8,2.8,38.8,1,Reprovado
2,16,Masculino,Preta,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,7.1,88.5,5.2,56.7,0,Aprovado
2,16,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Nao,Nao,Publica,Nao,Sim,7.2,82.3,7.0,81.1,1,Aprovado
1,15,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Nao,Nao,Publica,Nao,Sim,6.6,87.3,6.4,73.1,2,Aprovado
1,15,Masculino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,4.0,81.6,3.7,48.1,1,Reprovado
3,19,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Nao,Nao,Privada,Sim,Nao,4.4,72.8,2.4,48.4,1,Reprovado
2,19,Feminino,Parda,Outro,"0,5-1 SM",Sim,Sim,Sim,Publica,Sim,Nao,6.3,85.3,7.2,73.8,1,Aprovado
1,15,Feminino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Nao,Publica,Nao,Nao,9.8,100.0,8.6,61.7,0,Aprovado
1,15,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,8.0,90.7,6.8,67.0,1,Aprovado
1,15,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Nao,8.5,100.0,7.5,66.9,0,Aprovado
2,19,Feminino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Sim,Sim,5.9,84.8,4.2,53.0,2,Em Risco
1,16,Feminino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Nao,Publica,Nao,Nao,7.1,91.0,5.6,59.5,0,Aprovado
1,15,Masculino,Parda,Solteiro,"0,5-1 SM",Sim,Sim,Nao,Publica,Nao,Nao,4.7,81.3,4.3,52.6,0,Em Risco
3,18,Masculino,Preta,Solteiro,"Ate 0,5 SM",Nao,Sim,Sim,Publica,Nao,Sim,8.0,96.9,7.1,64.4,0,Aprovado
1,16,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Nao,6.4,95.9,5.5,77.2,0,Em Risco
2,22,Masculino,Preta,Solteiro,"0,5-1 SM",Sim,Sim,Nao,Publica,Sim,Nao,6.4,83.6,6.0,88.0,1,Em Risco
1,15,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,6.5,83.1,5.3,54.4,0,Em Risco
1,17,Feminino,Parda,Casado/Uniao,Acima de 1 SM,Nao,Sim,Nao,Privada,Sim,Nao,6.6,79.5,5.9,68.7,1,Em Risco
1,15,Feminino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Nao,6.3,80.7,7.4,63.3,1,Em Risco
3,17,Feminino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Nao,Publica,Nao,Nao,6.9,80.6,6.1,44.8,1,Em Risco
3,17,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,7.8,95.6,7.5,58.4,0,Aprovado
3,17,Masculino,Branca,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Publica,Nao,Nao,5.4,71.8,6.4,77.9,2,Reprovado
2,16,Feminino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Publica,Nao,Nao,5.1,76.8,4.4,47.5,1,Em Risco
2,16,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,7.0,89.3,6.9,80.3,1,Aprovado
1,15,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,8.3,92.9,6.5,61.3,0,Aprovado
1,15,Feminino,Preta,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,8.7,89.7,8.4,100.0,1,Aprovado
3,21,Feminino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Sim,Publica,Sim,Sim,4.7,83.2,3.5,57.7,1,Reprovado
1,15,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Sim,Publica,Nao,Sim,6.3,83.9,5.5,50.9,2,Aprovado
1,15,Masculino,Parda,Solteiro,"Ate 0,5 SM",Sim,Nao,Nao,Publica,Nao,Nao,3.8,76.4,2.1,41.3,0,Reprovado
1,15,Feminino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Nao,Sim,5.3,81.2,5.3,48.1,0,Em Risco
1,17,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Sim,Sim,9.5,94.1,9.1,98.3,1,Aprovado
1,18,Masculino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Nao,Publica,Sim,Nao,6.1,90.8,4.4,50.1,1,Em Risco
2,16,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Nao,Nao,Publica,Nao,Nao,5.7,82.8,5.3,57.8,0,Reprovado
2,16,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Privada,Nao,Nao,7.3,92.2,6.0,72.4,1,Aprovado
3,19,Feminino,Parda,Solteiro,"0,5-1 SM",Sim,Sim,Nao,Publica,Sim,Nao,4.4,68.1,5.3,41.3,1,Reprovado
3,17,Feminino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Privada,Nao,Sim,8.7,93.9,5.6,53.7,0,Aprovado
1,15,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,6.5,93.0,5.7,65.5,2,Em Risco
1,15,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Sim,Publica,Nao,Sim,6.3,86.9,8.5,100.0,1,Aprovado
1,15,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,7.2,87.0,5.9,66.6,1,Aprovado
2,16,Feminino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,7.7,89.6,6.7,55.0,1,Aprovado
1,15,Feminino,Preta,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,8.5,100.0,6.2,59.3,0,Aprovado
2,18,Feminino,Branca,Outro,"0,5-1 SM",Sim,Sim,Nao,Publica,Sim,Nao,5.2,84.1,5.0,61.7,1,Reprovado
2,20,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Sim,Sim,9.4,95.0,8.9,90.8,1,Aprovado
2,17,Feminino,Branca,Solteiro,"0,5-1 SM",Sim,Sim,Nao,Publica,Nao,Nao,6.1,81.9,5.9,49.8,0,Em Risco
2,22,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Sim,Publica,Sim,Sim,5.5,82.5,7.2,95.0,1,Em Risco
1,15,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,5.4,82.6,8.6,99.4,1,Aprovado
3,17,Feminino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Privada,Nao,Nao,5.7,72.3,5.9,53.3,0,Reprovado
3,17,Masculino,Branca,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Nao,Nao,5.8,74.2,6.6,65.0,1,Reprovado
1,15,Feminino,Branca,Outro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,7.9,83.6,7.1,85.9,0,Aprovado
3,18,Feminino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Privada,Nao,Sim,7.5,98.1,7.7,85.1,0,Aprovado
2,21,Masculino,Branca,Solteiro,"0,5-1 SM",Sim,Sim,Nao,Publica,Sim,Nao,3.8,65.7,2.9,45.8,1,Reprovado
3,20,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Sim,Sim,3.6,81.5,5.6,82.9,2,Reprovado
3,17,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Privada,Nao,Sim,5.2,82.5,5.3,65.1,0,Em Risco
2,17,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,5.4,96.9,4.8,65.5,1,Em Risco
1,17,Masculino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Sim,Sim,5.5,83.8,5.2,54.8,1,Em Risco
1,15,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,8.0,83.0,6.9,71.2,0,Aprovado
2,16,Feminino,Branca,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Publica,Nao,Nao,6.3,89.8,5.2,79.8,1,Aprovado
2,16,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Nao,Nao,Publica,Nao,Sim,8.4,91.7,7.1,58.3,0,Aprovado
1,15,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,4.3,81.3,3.4,42.1,1,Reprovado
1,16,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,6.0,76.4,5.9,62.1,0,Reprovado
3,19,Feminino,Parda,Solteiro,Acima de 1 SM,Sim,Sim,Sim,Publica,Sim,Nao,7.0,87.0,5.4,49.2,1,Em Risco
3,17,Feminino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,7.6,91.4,6.1,59.7,0,Aprovado
2,18,Masculino,Parda,Solteiro,"0,5-1 SM",Sim,Sim,Sim,Publica,Sim,Nao,5.4,73.5,4.4,60.8,1,Reprovado
1,15,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,7.8,85.9,7.8,53.3,0,Aprovado
1,15,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,7.5,90.7,8.5,86.3,0,Aprovado
1,15,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Nao,Sim,Publica,Nao,Nao,5.7,79.5,4.1,55.8,1,Em Risco
3,17,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Privada,Nao,Sim,7.0,82.6,5.7,45.1,0,Em Risco
1,15,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Nao,Nao,7.7,99.9,5.9,68.1,1,Aprovado
2,16,Masculino,Branca,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Nao,Nao,6.0,83.0,4.9,80.0,1,Aprovado
1,15,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,8.7,92.1,7.3,50.3,1,Aprovado
2,17,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Nao,Nao,5.7,68.4,5.3,61.7,1,Reprovado
2,16,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,6.6,83.5,6.5,78.2,0,Aprovado
3,20,Feminino,Parda,Casado/Uniao,"Ate 0,5 SM",Sim,Sim,Nao,Privada,Sim,Sim,4.0,82.9,5.2,99.0,1,Em Risco
1,15,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,6.6,100.0,6.0,83.1,0,Aprovado
1,15,Masculino,Parda,Outro,"Ate 0,5 SM",Nao,Nao,Nao,Privada,Nao,Sim,5.0,90.1,4.1,67.9,2,Em Risco
1,17,Feminino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Publica,Sim,Nao,6.1,75.4,6.7,59.5,1,Reprovado
3,17,Masculino,Preta,Solteiro,"Ate 0,5 SM",Nao,Sim,Sim,Privada,Nao,Sim,4.9,81.6,2.5,52.1,0,Reprovado
3,17,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Nao,Nao,7.8,80.1,7.0,55.2,1,Aprovado
2,19,Masculino,Branca,Solteiro,"0,5-1 SM",Sim,Sim,Sim,Privada,Sim,Nao,6.4,77.3,5.1,40.2,1,Reprovado
2,16,Masculino,Branca,Casado/Uniao,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,7.9,90.4,6.3,73.8,0,Aprovado
2,16,Feminino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Privada,Nao,Nao,6.7,81.8,6.1,46.8,0,Aprovado
1,16,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,7.9,100.0,6.3,70.5,0,Aprovado
3,19,Masculino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Publica,Sim,Nao,6.5,74.7,5.7,49.8,1,Reprovado
2,16,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,6.6,85.4,5.7,62.4,1,Aprovado
2,17,Feminino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Nao,9.2,82.7,6.6,55.1,0,Aprovado
2,17,Feminino,Preta,Solteiro,Acima de 1 SM,Sim,Sim,Sim,Publica,Nao,Nao,5.9,82.6,4.5,49.8,1,Em Risco
1,15,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Privada,Nao,Nao,8.2,82.6,6.6,46.9,1,Aprovado
1,15,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,7.1,93.1,6.1,53.1,1,Aprovado
3,17,Feminino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Nao,Publica,Nao,Nao,5.9,78.5,6.5,72.1,0,Em Risco
1,15,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Nao,4.7,65.6,5.3,56.1,0,Reprovado
2,16,Masculino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Nao,5.1,79.2,5.6,59.2,1,Em Risco
1,15,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,7.9,85.7,7.3,73.1,1,Aprovado
2,16,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Privada,Nao,Nao,9.2,97.7,7.2,65.1,0,Aprovado
1,15,Masculino,Preta,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Nao,Nao,6.9,88.0,4.8,52.9,0,Em Risco
1,18,Masculino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Nao,Publica,Sim,Nao,6.3,78.9,4.7,49.0,2,Em Risco
3,17,Masculino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Nao,Sim,7.0,93.7,6.5,75.3,0,Aprovado
1,15,Feminino,Parda,Solteiro,"0,5-1 SM",Sim,Sim,Nao,Publica,Nao,Nao,6.1,73.9,6.4,63.1,1,Em Risco
2,16,Feminino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Publica,Nao,Nao,8.4,73.4,7.6,56.0,1,Em Risco
2,16,Masculino,Preta,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Nao,Nao,7.2,88.3,7.1,72.4,1,Aprovado
2,19,Feminino,Branca,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Sim,Sim,5.6,89.4,3.2,51.2,2,Reprovado
3,17,Feminino,Parda,Solteiro,"0,5-1 SM",Sim,Sim,Sim,Publica,Nao,Nao,5.4,86.6,5.9,72.4,1,Em Risco
3,23,Feminino,Branca,Solteiro,Acima de 1 SM,Sim,Sim,Sim,Publica,Sim,Nao,4.8,66.5,3.1,30.7,1,Reprovado
1,15,Masculino,Parda,Solteiro,Acima de 1 SM,Sim,Sim,Sim,Publica,Nao,Nao,2.4,60.2,3.8,63.5,1,Reprovado
1,15,Feminino,Preta,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Privada,Nao,Nao,8.2,96.1,7.7,79.7,1,Aprovado
1,16,Feminino,Branca,Solteiro,Acima de 1 SM,Nao,Sim,Nao,Publica,Nao,Nao,6.5,78.9,3.6,52.9,1,Em Risco
2,16,Masculino,Parda,Solteiro,"Ate 0,5 SM",Sim,Nao,Nao,Publica,Nao,Sim,5.2,82.9,5.7,59.1,0,Em Risco
1,15,Masculino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,3.9,80.0,5.4,80.1,0,Reprovado
2,16,Masculino,Parda,Solteiro,Acima de 1 SM,Sim,Sim,Sim,Publica,Nao,Nao,5.7,72.4,6.7,73.1,1,Reprovado
2,19,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Nao,Nao,Publica,Sim,Sim,4.6,80.6,3.8,60.4,1,Reprovado
1,17,Masculino,Preta,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Sim,Nao,4.9,81.6,4.7,57.6,1,Em Risco
3,17,Feminino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,6.9,87.1,7.1,66.2,1,Aprovado
1,15,Masculino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,6.6,94.0,6.4,90.8,0,Aprovado
1,15,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Nao,Nao,5.0,79.5,4.8,60.1,1,Em Risco
3,17,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,4.8,87.3,4.3,61.5,0,Reprovado
2,17,Feminino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Publica,Nao,Nao,5.3,82.8,5.7,86.1,1,Em Risco
2,16,Feminino,Branca,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Publica,Nao,Nao,9.4,100.0,9.6,72.3,0,Aprovado
2,16,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,8.4,93.5,7.2,75.7,0,Aprovado
1,17,Masculino,Preta,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Sim,Nao,4.3,92.4,3.7,45.6,1,Reprovado
3,22,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Privada,Sim,Nao,3.5,69.4,3.2,37.2,1,Reprovado
3,17,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Nao,Nao,7.0,72.6,6.9,71.4,2,Reprovado
2,16,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,6.5,87.0,6.9,83.2,1,Aprovado
1,15,Masculino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Privada,Nao,Sim,8.6,91.5,8.9,99.0,0,Aprovado
2,20,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Sim,Nao,6.9,91.6,5.7,68.3,1,Em Risco
1,15,Masculino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,7.0,92.5,5.1,46.7,0,Aprovado
1,15,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,5.0,82.2,5.0,56.5,1,Em Risco
3,17,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,6.8,79.0,4.5,43.2,0,Em Risco
1,15,Feminino,Preta,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Privada,Nao,Nao,7.7,90.0,7.5,68.9,1,Aprovado
3,17,Masculino,Preta,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,5.5,74.3,5.8,67.7,0,Reprovado
2,16,Masculino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Privada,Nao,Sim,7.0,92.7,6.8,35.0,0,Aprovado
1,17,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Sim,Nao,5.2,80.5,5.1,46.6,1,Em Risco
2,18,Masculino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Sim,Publica,Sim,Sim,8.4,100.0,8.7,77.9,2,Aprovado
3,17,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,4.7,81.4,5.0,73.4,2,Em Risco
3,17,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Privada,Nao,Nao,8.1,88.9,6.0,52.0,0,Aprovado
3,17,Masculino,Branca,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,4.3,71.5,5.1,59.8,0,Reprovado
2,16,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Sim,Publica,Nao,Sim,9.1,97.1,8.2,73.7,0,Aprovado
2,16,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,5.0,82.5,5.9,65.3,0,Em Risco
3,20,Feminino,Parda,Solteiro,Acima de 1 SM,Sim,Sim,Sim,Publica,Sim,Nao,6.2,80.2,5.6,54.6,2,Em Risco
1,15,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,4.3,87.6,6.6,84.4,1,Em Risco
2,20,Masculino,Parda,Solteiro,"0,5-1 SM",Sim,Sim,Sim,Publica,Sim,Nao,4.0,75.2,3.5,48.6,2,Reprovado
1,15,Feminino,Parda,Solteiro,Acima de 1 SM,Sim,Sim,Nao,Privada,Nao,Nao,7.5,84.9,6.0,34.0,1,Aprovado
3,17,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Nao,Nao,8.1,86.2,6.8,74.7,1,Aprovado
3,17,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Sim,Publica,Nao,Sim,7.1,94.9,5.6,72.2,1,Aprovado
1,17,Masculino,Branca,Solteiro,"Ate 0,5 SM",Sim,Nao,Nao,Publica,Sim,Nao,6.2,81.8,4.9,34.6,1,Reprovado
2,16,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Nao,Nao,Publica,Nao,Sim,7.6,90.3,5.1,54.7,1,Aprovado
3,17,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,5.6,82.2,5.4,55.1,0,Em Risco
1,16,Feminino,Branca,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Privada,Nao,Nao,5.1,76.2,4.9,58.6,1,Em Risco
2,19,Feminino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Sim,Sim,5.9,82.5,6.3,78.3,1,Em Risco
3,17,Masculino,Outra,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Privada,Nao,Nao,6.4,91.6,6.1,60.0,2,Em Risco
1,15,Feminino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,7.0,92.0,7.0,76.8,0,Aprovado
2,16,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Nao,Nao,7.5,86.9,4.0,24.9,0,Aprovado
1,15,Feminino,Preta,Solteiro,"Ate 0,5 SM",Sim,Nao,Nao,Publica,Nao,Sim,4.9,82.0,4.9,82.2,0,Em Risco
3,17,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,7.4,90.0,6.5,63.2,1,Aprovado
3,17,Feminino,Parda,Casado/Uniao,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,7.3,87.0,5.9,88.5,1,Aprovado
3,17,Feminino,Branca,Solteiro,"Ate 0,5 SM",Nao,Nao,Nao,Publica,Nao,Sim,8.6,95.0,9.5,97.7,0,Aprovado
2,16,Masculino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Nao,Sim,5.5,80.0,6.2,56.5,0,Em Risco
3,23,Masculino,Preta,Solteiro,"Ate 0,5 SM",Sim,Sim,Sim,Publica,Sim,Sim,6.8,83.4,4.5,35.6,1,Em Risco
3,17,Masculino,Preta,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Privada,Nao,Sim,7.3,88.1,6.0,73.0,0,Aprovado
1,15,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,7.3,82.2,5.3,36.6,2,Aprovado
3,21,Masculino,Branca,Solteiro,Acima de 1 SM,Nao,Sim,Nao,Publica,Sim,Nao,8.3,97.1,9.7,94.1,1,Aprovado
1,15,Masculino,Parda,Casado/Uniao,"Ate 0,5 SM",Sim,Nao,Nao,Publica,Nao,Sim,6.2,83.5,5.8,64.6,2,Em Risco
2,16,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,8.5,98.7,8.6,91.6,0,Aprovado
1,15,Masculino,Branca,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,5.0,72.4,4.5,53.9,1,Reprovado
1,16,Masculino,Parda,Solteiro,Acima de 1 SM,Sim,Sim,Nao,Privada,Nao,Nao,7.8,90.4,4.8,55.4,0,Aprovado
1,15,Masculino,Preta,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Publica,Nao,Nao,7.5,86.0,7.3,73.2,0,Aprovado
2,17,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,8.6,96.2,7.7,60.7,1,Aprovado
1,16,Feminino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Nao,Nao,3.4,75.1,2.9,73.3,0,Reprovado
3,17,Masculino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,7.6,94.6,5.5,52.0,1,Aprovado
1,15,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Nao,6.1,68.1,7.2,66.7,1,Reprovado
1,15,Feminino,Parda,Solteiro,"Ate 0,5 SM",Sim,Nao,Nao,Publica,Nao,Sim,5.3,83.7,5.7,64.4,0,Em Risco
2,17,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Privada,Nao,Nao,5.6,72.3,3.4,48.9,0,Reprovado
3,17,Feminino,Branca,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Nao,Nao,8.0,88.2,8.6,70.5,0,Aprovado
1,15,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,7.2,91.3,5.9,69.7,1,Aprovado
2,19,Feminino,Branca,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Sim,Nao,4.0,63.8,2.2,20.1,1,Reprovado
